Case_ID,Date_Reported,Region,Country,Pollutant_Type,Total_Concentration_mg_kg,Bioavailable_Concentration_mg_kg,Soil_pH,Soil_Texture,Soil_Organic_Matter_%,CEC_meq_100g,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Distance_from_Source_km,Years_Since_Contamination,Water_Source_Type,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required
CASE_101253,1/24/2024,North America,Mexico,Chromium,923.53,18.79,5.77,Silty,5.87,16,3.5,28.4,773.1,Corn,Organic,Tannery,0.23,6,River,Skin Disease,Mild,Rash,Children,Male,Community Awareness,No,Yes
CASE_101254,5/8/2025,Asia,China,Chromium,313.53,143.35,5.41,Sandy,2.2,4,23.4,64.5,571.3,Wheat,Organic,Chemical,0.34,20,Well,Skin Disease,Moderate,Nasal Irritation,Children,Both,Government Regulation,No,Yes
CASE_101255,10/21/2023,South America,Venezuela,Cadmium,35.57,0.34,7.18,Silty,5.8,16,18.3,33.6,444.5,Barley,Permaculture,Mining,0.8,22,Well,Bone Disease,Mild,Bone Pain,Elderly,Both,Soil Remediation,No,Yes
CASE_101256,11/18/2023,Europe,Spain,Lead,21.2,0.44,6.85,Silty,5.61,16,4.2,20.5,707.9,Corn,Conventional,None,0,0,Well,None Detected,None,None,Adults,Female,None,No,Yes
CASE_101257,6/5/2024,Asia,China,Lead,513.01,294.98,5.39,Sandy,1.07,4,22,41.7,385.8,Potato,Conventional,Smelting,0.92,27,Borehole,Kidney Disease,Severe,Abdominal Pain,Children,Both,Government Regulation,No,Yes
CASE_101258,10/23/2024,North America,Mexico,Lead,49.63,2.06,6.09,Silty,4.93,16,27.2,42.2,444.8,Barley,Integrated,None,0,0,Well,None Detected,None,None,Elderly,Female,Crop Rotation,No,Yes
CASE_101259,10/25/2025,Europe,Czech Republic,Arsenic,25.47,2.78,7.42,Silty,2.82,16,23.9,46.2,412.6,Rice,Organic,Agriculture,1.13,4,Borehole,Skin Disease,Mild,Skin Lesions,Children,Female,Phytoremediation,Yes,No
CASE_101260,5/10/2025,Europe,Poland,Lead,261.92,9.05,6.29,Loamy,5.34,12,2.3,75.4,411.5,Soybean,Permaculture,Mining,3.94,23,Well,Anemia,Mild,Headache,Adults,Male,Community Awareness,No,Yes
CASE_101261,9/16/2023,Europe,Spain,Chromium,67.57,7.94,5.92,Loamy,2.52,12,28.2,35.5,535.9,Potato,Integrated,None,0,0,River,None Detected,None,None,Adults,Female,Chemical Neutralization,Yes,No
CASE_101262,6/3/2023,Asia,China,Cadmium,36.23,3.5,8.25,Sandy,2.6,4,5.7,34,1327.1,Rice,Permaculture,Mining,1.58,32,Irrigation Canal,Kidney Disease,Moderate,Fatigue,Adults,Both,Government Regulation,No,Yes
CASE_101263,8/15/2024,North America,Canada,Cadmium,33.85,1.46,6.84,Clay,3.93,30,5.5,58.7,992.8,Cotton,Organic,Mining,2.27,16,Borehole,Bone Disease,Mild,Joint Pain,Children,Female,Phytoremediation,No,Yes
CASE_101264,9/9/2024,Asia,China,Lead,1814.57,56.97,5.48,Clay,5.62,30,38.7,68.6,837.8,Potato,Integrated,Battery,0.1,30,Well,Anemia,Severe,Headache,Children,Male,Chemical Neutralization,No,Yes
CASE_101265,11/1/2024,North America,Canada,Cadmium,25.36,4.77,5.42,Loamy,2.36,12,1.9,43.5,349.4,Wheat,Permaculture,Smelting,3.52,26,Irrigation Canal,Bone Disease,Moderate,Joint Pain,Adults,Male,Crop Rotation,No,Yes
CASE_101266,7/6/2024,Australia,Australia,Cadmium,19.37,1.02,7.12,Silty,1.9,16,22,90.9,138.5,Wheat,Conventional,Smelting,2.71,15,Borehole,Kidney Disease,Mild,Protein in Urine,Children,Both,Soil Remediation,No,Yes
CASE_101267,4/21/2024,Asia,Indonesia,Lead,1375.88,45.06,7.13,Silty,3.69,16,16.6,69.7,1245.6,Rice,Organic,E-waste,0.22,27,Well,Developmental Disorder,Moderate,Cognitive Impairment,Children,Male,Chemical Neutralization,Yes,Yes
CASE_101268,2/19/2024,Australia,New Zealand,Arsenic,15.24,0.47,6.57,Clay,5.19,30,30.5,86.1,355.7,Barley,Integrated,None,0,0,Irrigation Canal,Skin Disease,Mild,Hyperpigmentation,Children,Both,Crop Rotation,No,Yes
CASE_101269,6/13/2024,Europe,Romania,Cadmium,23.52,0.13,7.68,Clay,6.35,30,20.4,29.8,1167.3,Corn,Conventional,Mining,0.96,16,Borehole,Cancer,Mild,Breathing Difficulty,Children,Female,Community Awareness,Yes,Yes
CASE_101270,12/9/2024,North America,Canada,Lead,16.61,0.7,6.02,Loamy,5.15,12,4.3,64.6,544.9,Barley,Conventional,None,0,0,Well,Kidney Disease,Mild,Memory Loss,Elderly,Male,Chemical Neutralization,Yes,No
CASE_101271,1/23/2023,Asia,Pakistan,Cadmium,19.12,5.56,6.89,Sandy,1.04,4,13.3,77.4,1898.4,Barley,Conventional,Mining,2.58,34,Borehole,Kidney Disease,Severe,Protein in Urine,Adults,Male,Soil Remediation,No,Yes
CASE_101272,12/26/2022,North America,USA,Mercury,8.43,1.23,7.27,Sandy,1.56,4,1.1,72.2,638.4,Potato,Permaculture,E-waste,0.32,22,Borehole,Neurological Disorder,Moderate,Tremors,Elderly,Female,Community Awareness,No,Yes
CASE_101273,1/9/2024,Asia,China,Arsenic,23.27,0.73,4,Loamy,5.19,12,29.1,87.2,1739.2,Soybean,Conventional,Agriculture,1.87,22,Irrigation Canal,Cancer,Mild,Nausea,Adults,Both,Government Regulation,Yes,No
CASE_101274,3/2/2025,Africa,Tanzania,Lead,372.18,38.14,5.24,Loamy,4.42,12,10.4,31.7,381.9,Barley,Organic,Mining,1.99,7,Well,Kidney Disease,Moderate,Memory Loss,Children,Female,Community Awareness,No,Yes
CASE_101275,4/8/2025,Australia,Australia,Arsenic,113.29,34.91,5.13,Sandy,1.4,4,28,75.4,888.1,Cotton,Permaculture,Mining,2.56,10,Lake,Cancer,Severe,Hyperpigmentation,Elderly,Both,Government Regulation,No,Yes
CASE_101276,4/30/2024,Asia,Vietnam,Chromium,23.85,4.6,5.42,Silty,1.63,16,26.5,73.9,469.9,Soybean,Conventional,None,0,0,Borehole,Skin Disease,Mild,Dermatitis,Children,Male,Crop Rotation,Yes,Yes
CASE_101277,1/23/2023,Australia,Australia,Arsenic,66.44,3.97,7.87,Loamy,4.94,12,18.8,50.8,498.7,Potato,Organic,Smelting,3.97,9,Borehole,Cancer,Mild,Numbness,Children,Both,Chemical Neutralization,Yes,Yes
CASE_101278,4/28/2023,Asia,Vietnam,Chromium,1082.61,81.07,5.7,Clay,3.08,30,23.2,41.8,505.5,Vegetables,Organic,Tannery,0.11,4,Well,Skin Disease,Mild,Breathing Difficulty,Elderly,Both,None,Yes,No
CASE_101279,7/21/2023,North America,Canada,Mercury,13.84,4.07,6.46,Sandy,1.61,4,29.3,76.9,521.3,Soybean,Organic,Battery,0.23,38,Well,Developmental Disorder,Severe,Memory Loss,Adults,Both,Soil Remediation,No,Yes
CASE_101280,9/18/2023,Australia,Australia,Mercury,15.69,4.78,5.59,Sandy,2.38,4,35.5,75.9,595,Soybean,Conventional,Chemical,1.6,25,Well,Developmental Disorder,Severe,Vision Problems,Children,Female,Soil Remediation,No,Yes
CASE_101281,9/5/2023,North America,USA,Lead,193.3,5.46,7.24,Loamy,4.38,12,23.9,52,791.5,Vegetables,Permaculture,Smelting,3.83,6,Well,Anemia,Mild,Cognitive Impairment,Adults,Both,Phytoremediation,No,Yes
CASE_101282,9/5/2025,North America,USA,Lead,2007.87,148.05,5.55,Loamy,4.27,12,29.3,90.2,337,Vegetables,Integrated,Battery,0.09,26,Borehole,Anemia,Severe,Abdominal Pain,Children,Female,Government Regulation,No,Yes
CASE_101283,10/9/2023,North America,Canada,Mercury,14.33,1.11,5.9,Silty,3.56,16,5.5,32.6,861.9,Soybean,Organic,Battery,0.03,13,Irrigation Canal,Neurological Disorder,Severe,Coordination Problems,Children,Both,Government Regulation,No,Yes
CASE_101284,2/10/2025,Europe,Czech Republic,Lead,405.3,31.71,6.3,Clay,2.35,30,3,87.8,1107.1,Vegetables,Conventional,Smelting,2.12,11,Well,Kidney Disease,Moderate,Abdominal Pain,Children,Male,Government Regulation,No,Yes
CASE_101285,1/20/2025,Australia,New Zealand,Arsenic,17.43,0.69,6.65,Silty,5.15,16,27.8,43,561.4,Wheat,Conventional,None,0,0,Irrigation Canal,Diabetes,Mild,Nausea,Elderly,Both,Community Awareness,Yes,No
CASE_101286,11/26/2022,Australia,Australia,Arsenic,18.29,0.71,6.63,Clay,4.81,30,28.5,89.2,1197.7,Potato,Organic,Agriculture,2.11,6,River,Cardiovascular Disease,Mild,Weakness,Elderly,Male,Phytoremediation,Yes,No
CASE_101287,9/22/2025,Europe,UK,Arsenic,75.43,29.96,6.25,Sandy,0.73,4,6.1,47.9,228.3,Soybean,Conventional,Smelting,2.91,13,Well,Cardiovascular Disease,Moderate,Nausea,Elderly,Female,Government Regulation,No,Yes
CASE_101288,1/1/2024,Africa,Ethiopia,Arsenic,50.41,0.71,6.66,Clay,7.25,30,18,31.3,1044.7,Cotton,Permaculture,Smelting,2.91,30,Lake,Diabetes,Mild,Nausea,Adults,Both,Crop Rotation,No,Yes
CASE_101289,3/4/2025,Europe,Spain,Arsenic,13.19,0.22,8.16,Clay,6.57,30,22,90.1,499.1,Barley,Integrated,None,0,0,Rainwater,Diabetes,Mild,Skin Lesions,Adults,Female,Chemical Neutralization,No,Yes
CASE_101290,1/30/2025,Asia,Pakistan,Chromium,1267.08,360.42,6.7,Sandy,1.44,4,21.8,33.4,1852.6,Potato,Integrated,Tannery,0.07,24,Irrigation Canal,Kidney Disease,Severe,Dermatitis,Children,Female,Government Regulation,No,Yes
CASE_101291,5/2/2024,Africa,Tanzania,Mercury,0.28,0,6.09,Clay,6.08,30,10.4,38.8,951.2,Barley,Organic,None,0,0,Well,None Detected,None,None,Elderly,Female,None,No,Yes
CASE_101292,10/14/2024,Europe,UK,Cadmium,96.93,63.03,4.96,Sandy,0.94,4,33.4,51,1152.4,Corn,Permaculture,Battery,0.38,38,Well,Kidney Disease,Severe,Breathing Difficulty,Adults,Both,Government Regulation,No,Yes
CASE_101293,8/13/2024,Europe,France,Arsenic,11.52,3.52,6.43,Sandy,2.19,4,19.6,24.4,896.3,Potato,Integrated,None,0,0,River,Skin Disease,Mild,Weakness,Elderly,Both,Government Regulation,Yes,No
CASE_101294,5/13/2025,Asia,China,Cadmium,19.01,0.86,6.63,Clay,3.94,30,28.9,41.6,1205.3,Potato,Organic,Mining,3.3,8,River,Kidney Disease,Mild,Breathing Difficulty,Children,Both,Community Awareness,No,Yes
CASE_101295,2/2/2023,South America,Chile,Chromium,1291.73,145.86,5.88,Silty,2.16,16,10.8,65.8,1133.3,Corn,Permaculture,Tannery,0.23,14,River,Kidney Disease,Moderate,Breathing Difficulty,Adults,Both,Crop Rotation,No,Yes
CASE_101296,2/21/2025,Asia,India,Chromium,247.03,149.37,5.28,Sandy,0.93,4,21.7,42.5,1330.4,Vegetables,Integrated,Chemical,0.04,11,River,Respiratory Issues,Moderate,Nasal Irritation,Children,Female,Government Regulation,No,Yes
CASE_101297,11/18/2023,South America,Peru,Mercury,17.87,0.72,5.68,Clay,4.73,30,23,40.9,1143.2,Soybean,Permaculture,Chemical,0.55,21,Well,Neurological Disorder,Moderate,Tremors,Children,Both,Crop Rotation,No,Yes
CASE_101298,7/7/2025,Europe,Czech Republic,Lead,15.65,1.7,7.51,Sandy,2.71,4,18.1,36.9,610.8,Potato,Integrated,None,0,0,Borehole,Neurological Disorder,Mild,Headache,Adults,Male,Government Regulation,Yes,Yes
CASE_101299,5/25/2025,Africa,Kenya,Chromium,999.09,331.81,5.9,Sandy,1.67,4,18.4,92,924.1,Cotton,Organic,Tannery,0.19,13,River,Skin Disease,Severe,Dermatitis,Elderly,Female,Government Regulation,No,Yes
CASE_101300,7/2/2024,North America,USA,Lead,32.05,1.25,7.59,Loamy,3.3,12,27.3,45.5,378.7,Soybean,Permaculture,None,0,0,Irrigation Canal,Developmental Disorder,Mild,Fatigue,Children,Both,Soil Remediation,Yes,No
CASE_101301,11/16/2025,Africa,Kenya,Cadmium,4.92,0.11,5.54,Silty,5.81,16,29.9,70,332.4,Corn,Organic,Agriculture,2.13,40,River,Cancer,Mild,Bone Pain,Elderly,Both,Community Awareness,Yes,Yes
CASE_101302,4/23/2023,Africa,South Africa,Arsenic,16.33,1.93,6,Loamy,2.42,12,37.2,61.5,886.3,Soybean,Permaculture,None,0,0,Rainwater,Cardiovascular Disease,Mild,Skin Lesions,Children,Female,Government Regulation,Yes,Yes
CASE_101303,4/28/2025,Asia,Indonesia,Lead,555.6,35.71,6.43,Clay,3,30,20,28,1012.9,Corn,Organic,Smelting,1.88,39,Rainwater,Neurological Disorder,Moderate,Cognitive Impairment,Children,Male,Chemical Neutralization,No,Yes
CASE_101304,8/17/2023,Africa,Ethiopia,Chromium,73.24,0.91,8.32,Loamy,5.43,12,5.4,86.5,625.8,Corn,Conventional,None,0,0,Rainwater,Cancer,Mild,Breathing Difficulty,Elderly,Both,None,No,Yes
CASE_101305,10/15/2025,North America,USA,Chromium,1674.47,132.67,5.73,Loamy,3.99,12,34.9,28.7,1049.5,Soybean,Organic,Tannery,0.22,17,River,Respiratory Issues,Moderate,Dermatitis,Children,Both,Community Awareness,No,Yes
CASE_101306,11/9/2024,Australia,Australia,Cadmium,8.89,1.16,4.69,Silty,3.78,16,13.5,52,1427.4,Corn,Organic,Agriculture,0.91,19,River,Respiratory Issues,Moderate,Protein in Urine,Elderly,Male,Government Regulation,No,Yes
CASE_101307,2/15/2023,South America,Chile,Lead,658.9,10.84,7.39,Clay,4.71,30,26.3,45.4,858,Barley,Organic,Smelting,0.84,4,Well,Neurological Disorder,Mild,Memory Loss,Elderly,Male,Phytoremediation,No,Yes
CASE_101308,6/25/2025,Africa,Nigeria,Mercury,0.2,0.05,6.72,Sandy,2.29,4,7.3,32.7,642.4,Soybean,Integrated,None,0,0,Well,None Detected,None,None,Adults,Male,Crop Rotation,No,Yes
CASE_101309,5/1/2024,Europe,Romania,Arsenic,19.47,1.28,5.7,Silty,3.88,16,31,26.4,644.4,Vegetables,Organic,Smelting,6.73,4,Irrigation Canal,Diabetes,Mild,Numbness,Elderly,Female,Soil Remediation,No,Yes
CASE_101310,12/19/2023,North America,USA,Lead,3594.5,987.22,6.17,Sandy,2.27,4,31.3,45.7,1198.2,Wheat,Integrated,Battery,0.11,17,Well,Anemia,Severe,Headache,Children,Male,Government Regulation,No,Yes
CASE_101311,3/17/2023,Africa,Egypt,Chromium,1026.12,250.66,6.8,Sandy,2.06,4,25.1,89.5,1278,Soybean,Integrated,Tannery,0.16,37,Rainwater,Cancer,Severe,Breathing Difficulty,Elderly,Male,Soil Remediation,No,Yes
CASE_101312,2/28/2024,Asia,Pakistan,Lead,454.63,22.16,5.43,Clay,5.07,30,41.8,45.8,1820.9,Rice,Conventional,Mining,1.24,11,River,Developmental Disorder,Mild,Headache,Elderly,Male,Crop Rotation,Yes,Yes
CASE_101313,2/18/2023,Asia,Bangladesh,Arsenic,37.89,0.54,6.79,Clay,6.16,30,19.7,23.2,1949.9,Barley,Permaculture,Agriculture,1.01,28,Well,Diabetes,Mild,Hyperpigmentation,Elderly,Male,Chemical Neutralization,No,Yes
CASE_101314,7/12/2023,North America,USA,Lead,716.3,32.13,6.95,Loamy,4.6,12,33.8,32.1,381.2,Barley,Permaculture,Mining,2.02,39,Borehole,Developmental Disorder,Mild,Abdominal Pain,Adults,Both,Community Awareness,No,Yes
CASE_101315,10/29/2024,Africa,Kenya,Chromium,30.86,0.59,8.17,Loamy,4.83,12,43.4,67.9,509.8,Cotton,Organic,None,0,0,Well,None Detected,None,None,Elderly,Female,Phytoremediation,No,Yes
CASE_101316,10/1/2025,Asia,Indonesia,Cadmium,7.37,0.22,6.14,Silty,5.4,16,32,61.2,56.8,Soybean,Conventional,Agriculture,1.85,38,River,Bone Disease,Mild,Fatigue,Children,Both,Soil Remediation,No,Yes
CASE_101317,8/31/2023,Africa,Egypt,Arsenic,10.4,0.92,5.61,Silty,2.87,16,21.8,27.4,350.8,Barley,Integrated,None,0,0,Rainwater,Skin Disease,Mild,Skin Lesions,Children,Male,Government Regulation,No,Yes
CASE_101318,9/10/2025,Africa,South Africa,Cadmium,56.29,0.29,7.77,Clay,6.97,30,30.6,91.5,1307.5,Barley,Permaculture,E-waste,0.42,28,Lake,Cancer,Mild,Bone Pain,Children,Female,Phytoremediation,No,Yes
CASE_101319,5/30/2023,Africa,Tanzania,Chromium,1044.85,15.11,5.51,Clay,7.57,30,45,63.4,350.7,Soybean,Permaculture,Tannery,0.66,2,Well,Cancer,Mild,Breathing Difficulty,Children,Both,Government Regulation,Yes,No
CASE_101320,4/9/2023,Asia,India,Cadmium,0.46,0.02,6.59,Silty,4.14,16,6.3,81.6,587.7,Vegetables,Organic,None,0,0,Lake,None Detected,None,None,Children,Female,Community Awareness,No,Yes
CASE_101321,4/4/2024,Australia,Australia,Lead,478.92,61.99,7.42,Sandy,2.02,4,41.6,70.6,784.5,Barley,Permaculture,Smelting,1.46,23,Borehole,Anemia,Severe,Fatigue,Children,Male,Chemical Neutralization,No,Yes
CASE_101322,5/31/2024,South America,Colombia,Chromium,30.86,1.85,4.53,Silty,5.38,16,26.8,91.3,825.4,Vegetables,Integrated,None,0,0,Lake,None Detected,None,None,Adults,Male,Phytoremediation,No,Yes
CASE_101323,4/14/2024,Africa,Ethiopia,Cadmium,30,15.15,5.43,Sandy,1.71,4,14.1,20.3,711.5,Vegetables,Organic,Smelting,2.97,17,Irrigation Canal,Respiratory Issues,Severe,Breathing Difficulty,Children,Both,Chemical Neutralization,No,Yes
CASE_101324,8/28/2024,Europe,Italy,Lead,38.56,0.75,6.02,Silty,5.86,16,14,34.4,556.1,Corn,Organic,None,0,0,River,None Detected,None,None,Children,Female,Chemical Neutralization,No,Yes
CASE_101325,3/14/2023,South America,Venezuela,Lead,23.8,2.61,5.75,Silty,2.42,16,13,78.1,912.6,Soybean,Organic,None,0,0,Well,Developmental Disorder,Mild,Fatigue,Elderly,Male,Crop Rotation,Yes,Yes
CASE_101326,7/6/2024,Asia,Thailand,Chromium,1046.78,179.56,5.33,Silty,2.28,16,26,26.8,901.1,Cotton,Permaculture,Tannery,0.03,34,Borehole,Cancer,Moderate,Rash,Adults,Male,Chemical Neutralization,Yes,Yes
CASE_101327,2/2/2025,Asia,China,Chromium,1310.52,179.93,5.21,Clay,2.4,30,9.2,21.7,384.5,Vegetables,Conventional,Tannery,0.18,37,Well,Respiratory Issues,Severe,Rash,Elderly,Male,Soil Remediation,No,Yes
CASE_101328,12/29/2023,Australia,New Zealand,Cadmium,22,2.14,6.85,Loamy,2.32,12,21.5,69,597.1,Potato,Permaculture,Mining,3.09,8,Lake,Cancer,Moderate,Bone Pain,Elderly,Female,Community Awareness,No,Yes
CASE_101329,8/29/2023,Australia,New Zealand,Lead,39.75,4.85,5.43,Clay,2.67,30,42.8,65.8,432.4,Soybean,Conventional,None,0,0,Lake,None Detected,None,None,Adults,Male,Phytoremediation,No,Yes
CASE_101330,2/14/2025,North America,USA,Lead,554.28,56.07,6.37,Silty,2.13,16,20.8,60.8,299.1,Soybean,Integrated,Mining,1.96,15,River,Developmental Disorder,Severe,Fatigue,Children,Both,Government Regulation,No,Yes
CASE_101331,7/21/2023,Asia,Bangladesh,Lead,320.15,8.3,8.01,Silty,3.89,16,20.5,83.1,477.8,Cotton,Permaculture,Smelting,2.7,30,River,Neurological Disorder,Mild,Abdominal Pain,Adults,Male,Crop Rotation,No,Yes
CASE_101332,6/5/2023,South America,Venezuela,Cadmium,3.74,0.49,7.7,Sandy,1.68,4,6.8,28.4,387.1,Potato,Organic,Agriculture,2.02,26,Irrigation Canal,Cancer,Mild,Joint Pain,Adults,Male,Chemical Neutralization,Yes,No
CASE_101333,4/23/2024,Africa,Nigeria,Arsenic,248.49,87.33,5.16,Sandy,0.68,4,27.3,83.7,1495.2,Potato,Conventional,Chemical,1.33,13,Well,Cardiovascular Disease,Severe,Skin Lesions,Children,Male,Soil Remediation,No,Yes
CASE_101334,10/16/2025,North America,Canada,Chromium,1194.8,142.44,5.08,Silty,3.79,16,28.9,57.8,1116.5,Soybean,Organic,Tannery,0.56,29,Well,Respiratory Issues,Moderate,Rash,Elderly,Male,Soil Remediation,Yes,Yes
CASE_101335,7/3/2025,Europe,Spain,Mercury,27.07,5.96,4.74,Loamy,2.35,12,1.1,54.7,513.5,Rice,Organic,Chemical,1.14,7,Well,Kidney Disease,Severe,Mood Changes,Children,Female,Chemical Neutralization,No,Yes
CASE_101336,6/26/2024,Australia,Australia,Arsenic,28.62,0.42,7.23,Clay,7.89,30,40.9,52.9,148.1,Rice,Permaculture,Agriculture,1.94,28,Rainwater,Diabetes,Mild,Nausea,Children,Both,Phytoremediation,No,Yes
CASE_101337,5/13/2024,Australia,Australia,Lead,74.92,2.93,6.11,Loamy,5.22,12,32,89.9,584.3,Corn,Organic,Smelting,7.01,24,Borehole,Anemia,Mild,Cognitive Impairment,Adults,Male,Chemical Neutralization,Yes,Yes
CASE_101338,8/4/2025,Australia,Australia,Arsenic,127.56,6.22,5.97,Silty,4.66,16,32,45.2,503.7,Rice,Conventional,Mining,1.64,35,Rainwater,Cancer,Mild,Hyperpigmentation,Elderly,Both,None,Yes,No
CASE_101339,5/27/2024,Africa,Nigeria,Chromium,215.48,42.69,4.49,Silty,2.45,16,8.8,46,31.6,Barley,Conventional,Chemical,0.23,27,Borehole,Cancer,Mild,Breathing Difficulty,Elderly,Female,Government Regulation,Yes,Yes
CASE_101340,1/4/2025,Asia,Vietnam,Mercury,17.08,0.83,6.43,Loamy,4.73,12,43.3,21.6,1490.4,Barley,Organic,Battery,0.09,35,Borehole,Neurological Disorder,Moderate,Coordination Problems,Children,Both,Soil Remediation,Yes,Yes
CASE_101341,6/15/2025,Africa,Ghana,Arsenic,108.2,6.56,5.21,Silty,3.93,16,21.9,84.1,1225.9,Cotton,Integrated,Mining,2.21,38,Irrigation Canal,Cancer,Mild,Hyperpigmentation,Elderly,Female,Chemical Neutralization,Yes,No
CASE_101342,8/9/2025,Europe,Poland,Lead,331.68,37.24,7.05,Sandy,2.89,4,14.2,41.9,434.4,Barley,Conventional,Mining,4.88,6,River,Developmental Disorder,Mild,Memory Loss,Adults,Male,Crop Rotation,Yes,No
CASE_101343,4/24/2025,North America,Canada,Arsenic,38.52,0.81,5.52,Loamy,5.87,12,12.2,27,716.8,Wheat,Integrated,Agriculture,0.61,15,Borehole,Cancer,Mild,Nausea,Adults,Female,Crop Rotation,Yes,No
CASE_101344,4/5/2024,Europe,France,Cadmium,36.72,0.53,6.62,Clay,5.8,30,32.5,89.9,712.7,Cotton,Organic,Mining,0.84,32,River,Cancer,Mild,Bone Pain,Elderly,Male,Soil Remediation,No,Yes
CASE_101345,11/15/2025,Europe,France,Cadmium,18.69,1.38,5.63,Clay,3.19,30,31.1,62.5,881.5,Potato,Integrated,Mining,3.37,12,Irrigation Canal,Cancer,Moderate,Bone Pain,Elderly,Male,Crop Rotation,No,Yes
CASE_101346,10/25/2025,Australia,Australia,Cadmium,14.22,0.62,8.32,Silty,1.73,16,16.8,44.5,1453.1,Rice,Integrated,Smelting,5.39,19,Irrigation Canal,Cancer,Mild,Joint Pain,Elderly,Both,Community Awareness,No,Yes
CASE_101347,2/5/2023,Africa,Egypt,Arsenic,83.93,26.56,7.74,Sandy,2.64,4,20.7,46.7,1299.4,Vegetables,Integrated,Mining,2.11,11,Well,Cardiovascular Disease,Moderate,Hyperpigmentation,Elderly,Both,Government Regulation,No,Yes
CASE_101348,2/3/2023,Africa,Ghana,Arsenic,33.85,1.2,5.03,Clay,4.62,30,12.9,52.3,902,Soybean,Organic,Agriculture,0.63,12,Irrigation Canal,Cardiovascular Disease,Mild,Weakness,Elderly,Male,Phytoremediation,Yes,No
CASE_101349,10/25/2023,North America,Canada,Cadmium,6.34,0.6,6.15,Silty,2.66,16,12.5,47.9,518.3,Rice,Permaculture,Agriculture,0.95,11,Well,Respiratory Issues,Mild,Joint Pain,Adults,Male,Chemical Neutralization,Yes,Yes
CASE_101350,2/11/2024,South America,Venezuela,Chromium,29.86,1.56,6.91,Loamy,4.3,12,38.8,80.9,676.5,Cotton,Conventional,None,0,0,Well,Cancer,Mild,Dermatitis,Adults,Male,Chemical Neutralization,No,Yes
CASE_101351,6/16/2025,Australia,New Zealand,Arsenic,109.7,1.97,8.5,Clay,7.4,30,30.4,77.3,59.4,Corn,Permaculture,Smelting,1.92,16,River,Cardiovascular Disease,Mild,Hyperpigmentation,Elderly,Male,Government Regulation,No,Yes
CASE_101352,8/28/2025,Africa,Ethiopia,Arsenic,105.37,45.44,7.83,Sandy,1.27,4,12.4,67,508.6,Potato,Conventional,Smelting,1.2,33,River,Skin Disease,Severe,Hyperpigmentation,Children,Both,Government Regulation,No,Yes
CASE_101353,1/6/2023,Asia,Japan,Cadmium,3.98,0.93,5.11,Loamy,1.71,12,44.5,69.4,762.5,Wheat,Organic,Agriculture,1.4,15,River,Bone Disease,Mild,Fatigue,Children,Female,Crop Rotation,No,Yes
CASE_101354,5/31/2024,Australia,Australia,Arsenic,11.83,0.35,4.93,Loamy,5.47,12,38.6,29.1,558,Barley,Permaculture,Agriculture,3.68,35,Lake,Skin Disease,Mild,Nausea,Children,Male,Community Awareness,No,Yes
CASE_101355,7/6/2024,South America,Colombia,Lead,480.32,9.91,6.54,Silty,5.7,16,38.5,71.7,1069.8,Rice,Conventional,Mining,1.51,20,Rainwater,Developmental Disorder,Mild,Cognitive Impairment,Children,Both,Community Awareness,No,Yes
CASE_101356,4/4/2025,Africa,Ghana,Chromium,889.36,81.47,4.97,Clay,3.97,30,42.4,41.8,317.2,Vegetables,Integrated,Tannery,0.24,25,River,Cancer,Moderate,Dermatitis,Children,Male,Phytoremediation,Yes,Yes
CASE_101357,11/25/2022,South America,Argentina,Cadmium,6.75,0.65,6,Loamy,3.2,12,41.5,76.6,427.1,Wheat,Organic,Agriculture,1.73,28,River,Respiratory Issues,Mild,Fatigue,Children,Male,Phytoremediation,Yes,No
CASE_101358,5/5/2025,Europe,Poland,Chromium,1474.91,1155.08,4,Sandy,0.97,4,20.9,87,372,Barley,Permaculture,Tannery,0.31,32,Well,Kidney Disease,Severe,Rash,Adults,Both,Government Regulation,No,Yes
CASE_101359,7/14/2025,Australia,Australia,Mercury,12.4,1.54,7.5,Sandy,2.14,4,26.2,83.3,581.9,Rice,Organic,E-waste,0.48,13,Rainwater,Neurological Disorder,Severe,Memory Loss,Children,Both,Soil Remediation,No,Yes
CASE_101360,8/15/2025,Asia,South Korea,Chromium,29.33,4.01,5.49,Loamy,3.49,12,28.8,38.8,701,Potato,Organic,None,0,0,Irrigation Canal,None Detected,None,None,Adults,Male,Soil Remediation,No,Yes
CASE_101361,8/26/2023,Africa,Tanzania,Arsenic,46.75,3.05,7.27,Loamy,4.63,12,29.7,27,470.8,Potato,Organic,Smelting,2.38,16,Rainwater,Cancer,Mild,Nausea,Elderly,Both,Soil Remediation,Yes,No
CASE_101362,9/27/2024,South America,Venezuela,Mercury,31.63,1.33,5.77,Clay,4.63,30,11.7,39.9,645.4,Soybean,Organic,Chemical,0.36,30,Irrigation Canal,Neurological Disorder,Moderate,Vision Problems,Elderly,Both,Government Regulation,No,Yes
